id,code,district_id,year,name_en,name_zh,expected_population,deviation_percentage,tags,meta_tags,main_areas,boundaries,voters,new_voters,description,description_zh,description_en,meta
77,D14,4,1999,Heung Yue,香漁,,,,,[],[],,,,,,
78,D15,4,1999,Bays Area,海灣,,,,,[],[],,,,,,
79,D16,4,1999,Wong Chuk Hang,黃竹坑,,,,,[],[],,,,,,
80,D17,4,1999,Stanley & Shek O,赤柱及石澳,,,,,[],[],,,,,,
81,E01,5,1999,Tsim Sha Tsui West,尖沙咀西,,,,,[],[],,,,,,
82,E02,5,1999,Ferry Point,渡船角,,,,,[],[],,,,,,
83,E03,5,1999,Jordan,佐敦,,,,,[],[],,,,,,
84,E04,5,1999,Yau Ma Tei,油麻地,,,,,[],[],,,,,,
85,E05,5,1999,Charming,富榮,,,,,[],[],,,,,,
86,E06,5,1999,Mong Kok West,旺角西,,,,,[],[],,,,,,
87,E07,5,1999,Mong Kok Central,旺角中,,,,,[],[],,,,,,
88,E08,5,1999,Cherry,櫻桃,,,,,[],[],,,,,,
89,E09,5,1999,Tai Kok Tsui,大角咀,,,,,[],[],,,,,,
90,E10,5,1999,Sycamore,詩歌舞,,,,,[],[],,,,,,
91,E11,5,1999,Tai Nan,大南,,,,,[],[],,,,,,
92,E12,5,1999,Mong Kok North,旺角北,,,,,[],[],,,,,,
93,E13,5,1999,Mong Kok East,旺角東,,,,,[],[],,,,,,
94,E14,5,1999,Mong Kok South,旺角南,,,,,[],[],,,,,,
95,E15,5,1999,King's Park,京士柏,,,,,[],[],,,,,,
96,E16,5,1999,Tsim Sha Tsui East,尖沙咀東,,,,,[],[],,,,,,
97,F01,6,1999,Po Lai,寶麗,,,,,[],[],,,,,,
98,F02,6,1999,Cheung Sha Wan,長沙灣,,,,,[],[],,,,,,
99,F03,6,1999,Nam Cheong North,南昌北,,,,,[],[],,,,,,
100,F04,6,1999,Nam Cheong East,南昌東,,,,,[],[],,,,,,
101,F05,6,1999,Nam Cheong South,南昌南,,,,,[],[],,,,,,
102,F06,6,1999,Nam Cheong Central,南昌中,,,,,[],[],,,,,,
103,F07,6,1999,Lower Nam Cheong,下南昌,,,,,[],[],,,,,,
104,F08,6,1999,Nam Cheong West,南昌西,,,,,[],[],,,,,,
105,F09,6,1999,Lai Kok,麗閣,,,,,[],[],,,,,,
106,F10,6,1999,Un Chau,元州,,,,,[],[],,,,,,
107,F11,6,1999,Lai Chi Kok,荔枝角,,,,,[],[],,,,,,
108,F12,6,1999,Mei Foo,美孚,,,,,[],[],,,,,,
109,F13,6,1999,Lai Wan,荔灣,,,,,[],[],,,,,,
110,F14,6,1999,Ching Lai,清荔,,,,,[],[],,,,,,
111,F15,6,1999,Chak On,澤安,,,,,[],[],,,,,,
112,F16,6,1999,So Uk,蘇屋,,,,,[],[],,,,,,
113,F17,6,1999,Lei Cheng Uk,李鄭屋,,,,,[],[],,,,,,
114,F18,6,1999,Pak Tin,白田,,,,,[],[],,,,,,
115,F19,6,1999,Tai Hang Tung & Yau Yat Tsuen,大坑東及又一村,,,,,[],[],,,,,,
116,F20,6,1999,Nam Shan,南山,,,,,[],[],,,,,,
117,F21,6,1999,Shek Kip Mei,石硤尾,,,,,[],[],,,,,,
118,G01,7,1999,Ma Tau Wai,馬頭圍,,,,,[],[],,,,,,
119,G02,7,1999,Ma Hang Chung,馬坑涌,,,,,[],[],,,,,,
120,G03,7,1999,Ma Tau Kok,馬頭角,,,,,[],[],,,,,,
121,G04,7,1999,Lok Man,樂民,,,,,[],[],,,,,,
122,G05,7,1999,Sheung Lok,常樂,,,,,[],[],,,,,,
123,G06,7,1999,Ho Man Tin,何文田,,,,,[],[],,,,,,
124,G07,7,1999,Kadoorie,嘉道理,,,,,[],[],,,,,,
125,G08,7,1999,Prince,太子,,,,,[],[],,,,,,
126,G09,7,1999,Kowloon Tong,九龍塘,,,,,[],[],,,,,,
127,G10,7,1999,Lung Shing,龍城,,,,,[],[],,,,,,
128,G11,7,1999,Kai Tak,啓德,,,,,[],[],,,,,,
129,G12,7,1999,Hoi Sham,海心,,,,,[],[],,,,,,
130,G13,7,1999,To Kwa Wan North,土瓜灣北,,,,,[],[],,,,,,
131,G14,7,1999,To Kwa Wan South,土瓜灣南,,,,,[],[],,,,,,
132,G15,7,1999,Hok Yuen,鶴園,,,,,[],[],,,,,,
133,G16,7,1999,Whampoa East,黃埔東,,,,,[],[],,,,,,
134,G17,7,1999,Whampoa West,黃埔西,,,,,[],[],,,,,,
135,G18,7,1999,Hung Hom Bay,紅磡灣,,,,,[],[],,,,,,
136,G19,7,1999,Hung Hom,紅磡,,,,,[],[],,,,,,
137,G20,7,1999,Ka Wai,家維,,,,,[],[],,,,,,
138,G21,7,1999,Oi Kuk,愛谷,,,,,[],[],,,,,,
139,G22,7,1999,Oi Chun,愛俊,,,,,[],[],,,,,,
140,H01,8,1999,Lung Tsui,龍趣,,,,,[],[],,,,,,
141,H02,8,1999,Lung Kai,龍啟,,,,,[],[],,,,,,
142,H03,8,1999,Lung Sheung,龍上,,,,,[],[],,,,,,
143,H04,8,1999,Fung Wong,鳳凰,,,,,[],[],,,,,,
144,H05,8,1999,Fung Tak,鳳德,,,,,[],[],,,,,,
145,H06,8,1999,Diamond Hill,鑽石山,,,,,[],[],,,,,,
146,H07,8,1999,San Po Kong,新蒲崗,,,,,[],[],,,,,,
147,H08,8,1999,Tung Tau,東頭,,,,,[],[],,,,,,
148,H09,8,1999,Tung Mei,東美,,,,,[],[],,,,,,
149,H10,8,1999,Lok Fu,樂富,,,,,[],[],,,,,,
150,H11,8,1999,Wang Tau Hom,橫頭磡,,,,,[],[],,,,,,
151,H12,8,1999,Tin Keung,天強,,,,,[],[],,,,,,
152,H13,8,1999,Tsui Chuk & Pang Ching,翠竹及鵬程,,,,,[],[],,,,,,
153,H14,8,1999,Chuk Yuen South,竹園南,,,,,[],[],,,,,,
154,H15,8,1999,Chuk Yuen Central,竹園中,,,,,[],[],,,,,,
155,H16,8,1999,Chuk Yuen North,竹園北,,,,,[],[],,,,,,
156,H17,8,1999,Tsz Wan West,慈雲西,,,,,[],[],,,,,,
157,H18,8,1999,Tsz Wan East,慈雲東,,,,,[],[],,,,,,
158,H19,8,1999,Tsz Wan North,慈雲北,,,,,[],[],,,,,,
159,H20,8,1999,King Fu,瓊富,,,,,[],[],,,,,,
160,H21,8,1999,Choi Wan East,彩雲東,,,,,[],[],,,,,,
161,H22,8,1999,Choi Wan South,彩雲南,,,,,[],[],,,,,,
162,H23,8,1999,Choi Wan West,彩雲西,,,,,[],[],,,,,,
163,H24,8,1999,Chi Choi,池彩,,,,,[],[],,,,,,
164,H25,8,1999,Choi Hung,彩虹,,,,,[],[],,,,,,
165,J01,9,1999,Kwun Tong Central,觀塘中心,,,,,[],[],,,,,,
166,J02,9,1999,Kowloon Bay,九龍灣,,,,,[],[],,,,,,
167,J03,9,1999,Kai Yip,啟業,,,,,[],[],,,,,,
168,J04,9,1999,Lai Ching,麗晶,,,,,[],[],,,,,,
169,J05,9,1999,Ping Shek,坪石,,,,,[],[],,,,,,
170,J06,9,1999,Jordan Valley,佐敦谷,,,,,[],[],,,,,,
171,J07,9,1999,Shun Tin West,順天西,,,,,[],[],,,,,,
172,J08,9,1999,Sheung Shun,雙順,,,,,[],[],,,,,,
173,J09,9,1999,Lee On,利安,,,,,[],[],,,,,,
174,J10,9,1999,Shun Tin East,順天東,,,,,[],[],,,,,,
175,J11,9,1999,Sau Mau Ping North,秀茂坪北,,,,,[],[],,,,,,
176,J12,9,1999,Hiu Lai,曉麗,,,,,[],[],,,,,,
177,J13,9,1999,Sau Mau Ping South,秀茂坪南,,,,,[],[],,,,,,
178,J14,9,1999,Hing Tin,興田,,,,,[],[],,,,,,
179,J15,9,1999,Tak Tin,德田,,,,,[],[],,,,,,
180,J16,9,1999,Lam Tin,藍田,,,,,[],[],,,,,,
181,J17,9,1999,Kwong Tak,廣德,,,,,[],[],,,,,,
182,J18,9,1999,Ping Tin,平田,,,,,[],[],,,,,,
183,J19,9,1999,Hong Pak,康栢,,,,,[],[],,,,,,
184,J20,9,1999,Yau Tong Sze Shan,油塘四山,,,,,[],[],,,,,,
185,J21,9,1999,Lai Kong,麗港,,,,,[],[],,,,,,
186,J22,9,1999,King Tin,景田,,,,,[],[],,,,,,
187,J23,9,1999,Tsui Ping South,翠屏南,,,,,[],[],,,,,,
188,J24,9,1999,Tsui Ping North,翠屏北,,,,,[],[],,,,,,
189,J25,9,1999,Po Lok,寶樂,,,,,[],[],,,,,,
190,J26,9,1999,Yuet Wah,月華,,,,,[],[],,,,,,
191,J27,9,1999,Hip Hong,協康,,,,,[],[],,,,,,
192,J28,9,1999,Hong Lok,康樂,,,,,[],[],,,,,,
193,J29,9,1999,Ting On,定安,,,,,[],[],,,,,,
194,J30,9,1999,Upper Ngau Tau Kok,上牛頭角,,,,,[],[],,,,,,
195,J31,9,1999,Lower Ngau Tau Kok,下牛頭角,,,,,[],[],,,,,,
196,J32,9,1999,To Tai,淘大,,,,,[],[],,,,,,
197,J33,9,1999,Lok Wah North,樂華北,,,,,[],[],,,,,,
198,J34,9,1999,Lok Wah South,樂華南,,,,,[],[],,,,,,
199,K01,10,1999,Tak Wah,德華,,,,,[],[],,,,,,
200,K02,10,1999,Yeung Uk Road,楊屋道,,,,,[],[],,,,,,
201,K03,10,1999,Hoi Bun,海濱,,,,,[],[],,,,,,
202,K04,10,1999,Clague Garden,祈德尊,,,,,[],[],,,,,,
203,K05,10,1999,Fuk Loi,福來,,,,,[],[],,,,,,
204,K06,10,1999,Discovery Park,愉景,,,,,[],[],,,,,,
205,K07,10,1999,Tsuen Wan Centre,荃灣中心,,,,,[],[],,,,,,
206,K08,10,1999,Allway,荃威,,,,,[],[],,,,,,
207,K09,10,1999,Lai To,麗濤,,,,,[],[],,,,,,
208,K10,10,1999,Lai Hing,麗興,,,,,[],[],,,,,,
209,K11,10,1999,Tsuen Wan Rural West,荃灣郊區西,,,,,[],[],,,,,,
210,K12,10,1999,Tsuen Wan Rural East,荃灣郊區東,,,,,[],[],,,,,,
211,K13,10,1999,Luk Yeung,綠楊,,,,,[],[],,,,,,
212,K14,10,1999,Lei Muk Shue East,梨木樹東,,,,,[],[],,,,,,
213,K15,10,1999,Lei Muk Shue West,梨木樹西,,,,,[],[],,,,,,
214,K16,10,1999,Shek Wai Kok,石圍角,,,,,[],[],,,,,,
215,K17,10,1999,Cheung Shan,象山,,,,,[],[],,,,,,
216,L01,11,1999,Tuen Mun Town Centre,屯門市中心,,,,,[],[],,,,,,
217,L02,11,1999,Siu Chi,兆置,,,,,[],[],,,,,,
218,L03,11,1999,Siu Lun,兆麟,,,,,[],[],,,,,,
219,L04,11,1999,On Ting,安定,,,,,[],[],,,,,,
220,L05,11,1999,Yau Oi South,友愛南,,,,,[],[],,,,,,
221,L06,11,1999,Yau Oi North,友愛北,,,,,[],[],,,,,,
222,L07,11,1999,Tsui Hing,翠興,,,,,[],[],,,,,,
223,L08,11,1999,Shan King South,山景南,,,,,[],[],,,,,,
224,L09,11,1999,Shan King North,山景北,,,,,[],[],,,,,,
225,L10,11,1999,Tai Hing South,大興南,,,,,[],[],,,,,,
226,L11,11,1999,Hing Tsak,興澤,,,,,[],[],,,,,,
227,L12,11,1999,San Hui,新墟,,,,,[],[],,,,,,
228,L13,11,1999,Prime View,景峰,,,,,[],[],,,,,,
229,L14,11,1999,Handsome,恒順,,,,,[],[],,,,,,
230,L15,11,1999,Sam Shing,三聖,,,,,[],[],,,,,,
231,L16,11,1999,Tsui Fook,翠福,,,,,[],[],,,,,,
232,L17,11,1999,Siu Sun,兆新,,,,,[],[],,,,,,
233,L18,11,1999,Yuet Wu,悅湖,,,,,[],[],,,,,,
234,L19,11,1999,Siu Hei,兆禧,,,,,[],[],,,,,,
235,L20,11,1999,Wu King,湖景,,,,,[],[],,,,,,
236,L21,11,1999,Butterfly,蝴蝶,,,,,[],[],,,,,,
237,L22,11,1999,Lok Tsui,樂翠,,,,,[],[],,,,,,
238,L23,11,1999,Lung Mun,龍門,,,,,[],[],,,,,,
239,L24,11,1999,San King,新景,,,,,[],[],,,,,,
240,L25,11,1999,Tuen Mun Rural,屯門鄉郊,,,,,[],[],,,,,,
241,L26,11,1999,Leung King,良景,,,,,[],[],,,,,,
242,L27,11,1999,Tin King,田景,,,,,[],[],,,,,,
243,L28,11,1999,Kin Sang,建生,,,,,[],[],,,,,,
244,L29,11,1999,Siu Hong,兆康,,,,,[],[],,,,,,
245,M01,12,1999,Fung Nin,豐年,,,,,[],[],,,,,,
246,M02,12,1999,Shui Pin,水邊,,,,,[],[],,,,,,
247,M03,12,1999,Nam Ping,南屏,,,,,[],[],,,,,,
248,M04,12,1999,Pek Long,北朗,,,,,[],[],,,,,,
249,M05,12,1999,Tai Kiu,大橋,,,,,[],[],,,,,,
250,M06,12,1999,Fung Cheung,鳳翔,,,,,[],[],,,,,,
251,M07,12,1999,Shap Pat Heung North,十八鄉北,,,,,[],[],,,,,,
252,M08,12,1999,Shap Pat Heung South,十八鄉南,,,,,[],[],,,,,,
253,M09,12,1999,Ping Shan South,屏山南,,,,,[],[],,,,,,
254,M10,12,1999,Ping Shan North,屏山北,,,,,[],[],,,,,,
255,M11,12,1999,Ha Tsuen,廈村,,,,,[],[],,,,,,
256,M12,12,1999,Yiu Yau,耀祐,,,,,[],[],,,,,,
257,M13,12,1999,Tin Yiu,天耀,,,,,[],[],,,,,,
258,M14,12,1999,Shui Oi,瑞愛,,,,,[],[],,,,,,
259,M15,12,1999,Tin Shui,天瑞,,,,,[],[],,,,,,
260,M16,12,1999,Kingswood South,嘉湖南,,,,,[],[],,,,,,
261,M17,12,1999,Kingswood North,嘉湖北,,,,,[],[],,,,,,
262,M18,12,1999,Tin Tsz,天慈,,,,,[],[],,,,,,
263,M19,12,1999,Fairview Park,錦繡花園,,,,,[],[],,,,,,
264,M20,12,1999,San Tin,新田,,,,,[],[],,,,,,
265,M21,12,1999,Kam Tin,錦田,,,,,[],[],,,,,,
266,M22,12,1999,Pat Heung North,八鄉北,,,,,[],[],,,,,,
267,M23,12,1999,Pat Heung South,八鄉南,,,,,[],[],,,,,,
268,N01,13,1999,Luen Wo Hui,聯和墟,,,,,[],[],,,,,,
269,N02,13,1999,Fanling Town,粉嶺市,,,,,[],[],,,,,,
270,N03,13,1999,Cheung Wah,祥華,,,,,[],[],,,,,,
271,N04,13,1999,Wah Sum,華心,,,,,[],[],,,,,,
272,N05,13,1999,Wah Ming,華明,,,,,[],[],,,,,,
273,N06,13,1999,Yan Do,欣都,,,,,[],[],,,,,,
274,N07,13,1999,Ka Fuk,嘉福,,,,,[],[],,,,,,
275,N08,13,1999,Sheung Shui Rural,上水鄉郊,,,,,[],[],,,,,,
276,N09,13,1999,Choi Yuk Tai,彩旭太,,,,,[],[],,,,,,
277,N10,13,1999,Choi Yuen,彩園,,,,,[],[],,,,,,
278,N11,13,1999,Shek Wu Hui,石湖墟,,,,,[],[],,,,,,
279,N12,13,1999,Tin Ping West,天平西,,,,,[],[],,,,,,
280,N13,13,1999,Tin Ping East,天平東,,,,,[],[],,,,,,
281,N14,13,1999,Fung Tsui,鳳翠,,,,,[],[],,,,,,
282,N15,13,1999,Sha Ta,沙打,,,,,[],[],,,,,,
283,N16,13,1999,Queen's Hill,皇后山,,,,,[],[],,,,,,
284,P01,14,1999,Tai Po Hui,大埔墟,,,,,[],[],,,,,,
285,P02,14,1999,Tai Po Central,大埔中,,,,,[],[],,,,,,
286,P03,14,1999,Chung Ting,頌汀,,,,,[],[],,,,,,
287,P04,14,1999,Tai Yuen,大元,,,,,[],[],,,,,,
288,P05,14,1999,Fu Heng,富亨,,,,,[],[],,,,,,
289,P06,14,1999,Yee Fu,怡富,,,,,[],[],,,,,,
290,P07,14,1999,Fu Ming,富明,,,,,[],[],,,,,,
291,P08,14,1999,Kwong Fuk,廣福,,,,,[],[],,,,,,
292,P09,14,1999,Wang Fuk,宏福,,,,,[],[],,,,,,
293,P10,14,1999,Tai Po Kau,大埔滘,,,,,[],[],,,,,,
294,P11,14,1999,Wan Tau Tong,運頭塘,,,,,[],[],,,,,,
295,P12,14,1999,San Fu,新富,,,,,[],[],,,,,,
296,P13,14,1999,Lam Tsuen Valley,林村谷,,,,,[],[],,,,,,
297,P14,14,1999,Po Nga,寶雅,,,,,[],[],,,,,,
298,P15,14,1999,Tai Wo,太和,,,,,[],[],,,,,,
299,P16,14,1999,Old Market & Serenity,舊墟及太湖,,,,,[],[],,,,,,
300,P17,14,1999,Hong Lok Yuen,康樂園,,,,,[],[],,,,,,
301,P18,14,1999,Shuen Wan,船灣,,,,,[],[],,,,,,
302,P19,14,1999,Sai Kung North,西貢北,,,,,[],[],,,,,,
303,Q01,15,1999,Sai Kung Central,西貢中心,,,,,[],[],,,,,,
304,Q02,15,1999,Pak Sha Wan,白沙灣,,,,,[],[],,,,,,
305,Q03,15,1999,Sai Kung Islands,西貢離島,,,,,[],[],,,,,,
306,Q04,15,1999,Hang Hau East,坑口東,,,,,[],[],,,,,,
307,Q05,15,1999,Sheung Tak,尚德,,,,,[],[],,,,,,
308,Q06,15,1999,Hang Hau West,坑口西,,,,,[],[],,,,,,
309,Q07,15,1999,Tsui Lam,翠林,,,,,[],[],,,,,,
310,Q08,15,1999,Hong King,康景,,,,,[],[],,,,,,
311,Q09,15,1999,Po Lam,寶林,,,,,[],[],,,,,,
312,Q10,15,1999,Yan Ying,欣英,,,,,[],[],,,,,,
313,Q11,15,1999,Wan Hang,運亨,,,,,[],[],,,,,,
314,Q12,15,1999,King Lam,景林,,,,,[],[],,,,,,
315,Q13,15,1999,Hau Tak,厚德,,,,,[],[],,,,,,
316,Q14,15,1999,Fu Yu,富裕,,,,,[],[],,,,,,
317,Q15,15,1999,Tung Ming,東明,,,,,[],[],,,,,,
318,Q16,15,1999,On Hong,安康,,,,,[],[],,,,,,
319,Q17,15,1999,Kwong Ming,廣明,,,,,[],[],,,,,,
320,R01,16,1999,Sha Tin Town Centre,沙田市中心,,,,,[],[],,,,,,
321,R02,16,1999,Lek Yuen,瀝源,,,,,[],[],,,,,,
322,R03,16,1999,Wo Che Estate,禾輋邨,,,,,[],[],,,,,,
323,R04,16,1999,City One,第一城,,,,,[],[],,,,,,
324,R05,16,1999,Yue Shing,愉城,,,,,[],[],,,,,,
325,R06,16,1999,Wong Uk,王屋,,,,,[],[],,,,,,
326,R07,16,1999,Sha Kok,沙角,,,,,[],[],,,,,,
327,R08,16,1999,Pok Hong,博康,,,,,[],[],,,,,,
328,R09,16,1999,Jat Min,乙明,,,,,[],[],,,,,,
329,R10,16,1999,Chun Kam,秦金,,,,,[],[],,,,,,
330,R11,16,1999,Sun Chui,新翠,,,,,[],[],,,,,,
331,R12,16,1999,Tai Wai,大圍,,,,,[],[],,,,,,
332,R13,16,1999,May Shing,美城,,,,,[],[],,,,,,
333,R14,16,1999,Lower Shing Mun,下城門,,,,,[],[],,,,,,
334,R15,16,1999,Sui Wo,穗禾,,,,,[],[],,,,,,
335,R16,16,1999,Fo Tan,火炭,,,,,[],[],,,,,,
336,R17,16,1999,Chun Ma,駿馬,,,,,[],[],,,,,,
337,R18,16,1999,Heng To,恒濤,,,,,[],[],,,,,,
338,R19,16,1999,Kam Fung,錦豐,,,,,[],[],,,,,,
339,R20,16,1999,Sunshine City,新港城,,,,,[],[],,,,,,
340,R21,16,1999,Lee On,利安,,,,,[],[],,,,,,
341,R22,16,1999,Saddle Ridge,富寶,,,,,[],[],,,,,,
342,R23,16,1999,Kam Ying,錦英,,,,,[],[],,,,,,
343,R24,16,1999,Yiu On,耀安,,,,,[],[],,,,,,
344,R25,16,1999,Heng On,恒安,,,,,[],[],,,,,,
345,R26,16,1999,Tai Shui Hang,大水坑,,,,,[],[],,,,,,
346,R27,16,1999,Bik Woo,碧湖,,,,,[],[],,,,,,
347,R28,16,1999,Kwong Hong,廣康,,,,,[],[],,,,,,
348,R29,16,1999,Kwong Yuen,廣源,,,,,[],[],,,,,,
349,R30,16,1999,Tsang Tai Uk,曾大屋,,,,,[],[],,,,,,
350,R31,16,1999,Sun Tin Wai,新田圍,,,,,[],[],,,,,,
351,R32,16,1999,Keng Hau,徑口,,,,,[],[],,,,,,
352,R33,16,1999,Hin Ka,顯嘉,,,,,[],[],,,,,,
353,R34,16,1999,Mei Tin,美田,,,,,[],[],,,,,,
354,R35,16,1999,Tin Sum,田心,,,,,[],[],,,,,,
355,R36,16,1999,Chui Tin,翠田,,,,,[],[],,,,,,
356,S01,17,1999,Kwai Hing,葵興,,,,,[],[],,,,,,
357,S02,17,1999,Kwai Shing East Estate,葵盛東邨,,,,,[],[],,,,,,
358,S03,17,1999,Upper Tai Wo Hau,上大窩口,,,,,[],[],,,,,,
359,S04,17,1999,Lower Tai Wo Hau,下大窩口,,,,,[],[],,,,,,
360,S05,17,1999,Kwai Chung Estate,葵涌邨,,,,,[],[],,,,,,
361,S06,17,1999,Shek Yam,石蔭,,,,,[],[],,,,,,
362,S07,17,1999,On Yam,安蔭,,,,,[],[],,,,,,
363,S08,17,1999,Shek Lei Extension,新石籬,,,,,[],[],,,,,,
364,S09,17,1999,Shek Lei,石籬,,,,,[],[],,,,,,
365,S10,17,1999,Tai Pak Tin,大白田,,,,,[],[],,,,,,
366,S11,17,1999,Kwai Fong,葵芳,,,,,[],[],,,,,,
367,S12,17,1999,Wah Fung,華峰,,,,,[],[],,,,,,
368,S13,17,1999,Cho Yiu,祖堯,,,,,[],[],,,,,,
369,S14,17,1999,Lai Yiu,麗瑤,,,,,[],[],,,,,,
370,S15,17,1999,Hing Fong,興芳,,,,,[],[],,,,,,
371,S16,17,1999,Lai King,荔景,,,,,[],[],,,,,,
372,S17,17,1999,Kwai Shing West Estate,葵盛西邨,,,,,[],[],,,,,,
373,S18,17,1999,Nga On,雅安,,,,,[],[],,,,,,
374,S19,17,1999,Wai Hoi,偉海,,,,,[],[],,,,,,
375,S20,17,1999,Tsing Yi Estate,青衣邨,,,,,[],[],,,,,,
376,S21,17,1999,Greenfield,翠怡,,,,,[],[],,,,,,
