id,year,ca_code,ca_name,constituency_id,編號,name_zh,adress_zh,Constituency Code,Constituency,station_code,name_en,address_en,googleAPI_lat,googleAPI_lng,addrParser_dc_name_19,lat,lng
1072,2019,C31,興民,2097,C3101,粵南信義會腓力堂興民幼兒學園,香港柴灣興民邨社區中心第3層,C31,HING MAN,C3101,Lutheran Philip House Hing Man Nursery School,"Level 3, Community Building, Hing Man Estate, Chai Wan, Hong Kong",0,0,興民 (C31),22.26646,114.23257
1073,2019,C31,興民,2097,C3102,路德會聖雅各幼稚園,香港柴灣興華(一)邨卓華樓地下,C31,HING MAN,C3102,St. James Lutheran Kindergarten,"G/F, Cheuk Wah House, Hing Wah(I) Estate, Chai Wan, Hong Kong",22.261894,114.235207,興民 (C31),22.26222,114.23509
1074,2019,C32,樂康,2098,C3201,天主教明德學校,香港柴灣祥民道11號,C32,LOK HONG,C3201,Meng Tak Catholic School,"11 Cheung Man Road, Chai Wan, Hong Kong",22.2684421,114.2362171,樂康 (C32),22.26797,114.23609
1075,2019,C32,樂康,2098,C3202,循道愛華村服務中心社會福利部 - 愛華青少年綜合服務隊 (愛華服務處),香港柴灣柴灣道100號4樓,C32,LOK HONG,C3202,"Methodist Epworth Village Community Centre, Social Welfare - Epworth Integrated Youth Team (Epworth Base)","4/F, 100 Chai Wan Road, Chai Wan, Hong Kong",22.2683628,114.2332683,樂康 (C32),22.26842,114.23313
1076,2019,C33,翠德,2099,C3301,柴灣母嬰健康院,香港柴灣柴灣道233號新翠花園第6座政府大樓2樓,C33,TSUI TAK,C3301,Chai Wan Maternal and Child Health Centre,"Level 2, Government Office, Block 6, New Jade Garden, 233 Chai Wan Road, Chai Wan, Hong Kong",22.264079,114.237294,翠德 (C33),22.2639,114.23649
1077,2019,C34,漁灣,2100,C3401,漁灣社區會堂,香港柴灣柴灣道365號漁灣邨,C34,YUE WAN,C3401,Yue Wan Community Hall,"365 Chai Wan Road, Yue Wan Estate, Chai Wan, Hong Kong",22.2660988,114.242597,漁灣 (C34),22.26612,114.24139
1078,2019,C35,佳曉,2101,C3501,香港中華基督教青年會 - 柴灣會所,香港柴灣小西灣邨瑞樂樓地下1-10號,C35,KAI HIU,C3501,Chinese YMCA of Hong Kong - Chai Wan Centre,"Units 1-10, G/F, Sui Lok House, Siu Sai Wan Estate, Chai Wan, Hong Kong",22.2613638,114.2484765,佳曉 (C35),22.2614,114.24844
1079,2019,C35,佳曉,2101,C3502,衞理中學,香港柴灣小西灣道33號,C35,KAI HIU,C3502,The Methodist Church H.K. Wesley College,"33 Siu Sai Wan Road, Chai Wan, Hong Kong",22.2638431,114.2515413,景怡 (C12),22.26373,114.25183
1080,2019,D01,香港仔,2102,D0101,香港仔體育館,香港香港仔香港仔大道203號香港仔市政大廈6樓,D01,ABERDEEN,D0101,Aberdeen Sports Centre,"6/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road, Aberdeen, Hong Kong",22.2493168,114.1544832,香港仔 (D01),22.24907,114.15449
1081,2019,D02,鴨脷洲邨,2103,D0201,鴨脷洲社區會堂,香港鴨脷洲邨,D02,AP LEI CHAU ESTATE,D0201,Ap Lei Chau Community Hall,"Ap Lei Chau Estate, Hong Kong",22.2444243,114.1508329,鴨脷洲邨 (D02),22.24461,114.15016
1082,2019,D03,鴨脷洲北,2104,D0301,鴨脷洲體育館,香港鴨脷洲洪聖街8號鴨脷洲市政大廈3樓,D03,AP LEI CHAU NORTH,D0301,Ap Lei Chau Sports Centre,"3/F, Ap Lei Chau Municipal Services Building, 8 Hung Shing Street, Ap Lei Chau, Hong Kong",22.2445,114.1554216,鴨脷洲北 (D03),22.24449,114.15541
1083,2019,D04,利東一,2105,D0401,聖伯多祿天主教小學,香港鴨脷洲利東邨第2期,D04,LEI TUNG I,D0401,St. Peter's Catholic Primary School,"Phase II, Lei Tung Estate, Ap Lei Chau, Hong Kong",22.2411081,114.1564578,利東二 (D05),22.24095,114.15651
1084,2019,D05,利東二,2106,D0501,利東社區會堂,香港鴨脷洲利東邨,D05,LEI TUNG II,D0501,Lei Tung Community Hall,"Lei Tung Estate, Ap Lei Chau, Hong Kong",22.2414613,114.1560942,利東一 (D04),22.24176,114.15736
1085,2019,D06,海怡東,2107,D0601,香港南區官立小學,香港鴨脷洲鴨脷洲橋道325號,D06,SOUTH HORIZONS EAST,D0601,Hong Kong Southern District Government Primary School,"325 Ap Lei Chau Bridge Road, Ap Lei Chau, Hong Kong",22.2434947,114.1504844,海怡東 (D06),22.24353,114.15043
1086,2019,D07,海怡西,2108,D0701,海怡社區中心,香港鴨脷洲海怡半島東翼商場1樓,D07,SOUTH HORIZONS WEST,D0701,South Horizons Neighbourhood Community Centre,"1/F, East Commercial Block, South Horizons, Ap Lei Chau, Hong Kong",22.2434995,114.1484961,海怡西 (D07),22.2433,114.14836
1087,2019,D08,華貴,2109,D0801,華貴社區會堂,香港奇力灣華貴邨,D08,WAH KWAI,D0801,Wah Kwai Community Hall,"Wah Kwai Estate, Kellett Bay, Hong Kong",22.2506366,114.1394803,華貴 (D08),22.25026,114.13808
1088,2019,D09,華富南,2110,D0901,明愛莊月明中學,香港薄扶林華富邨華富道53號,D09,WAH FU SOUTH,D0901,Caritas Chong Yuet Ming Secondary School,"53 Wah Fu Road, Wah Fu Estate, Pokfulam, Hong Kong",22.2529083,114.1349709,華富南 (D09),22.25312,114.13501
1089,2019,D10,華富北,2111,D1001,東華三院鶴山學校,香港華富邨華林徑5號,D10,WAH FU NORTH,D1001,TWGHs Hok Shan School,"5 Wah Lam Path, Wah Fu Estate, Hong Kong",22.2523651,114.138873,華富北 (D10),22.25254,114.13851
1090,2019,D11,薄扶林,2112,D1101,沙宣道會堂,香港薄扶林沙宣道6號,D11,POKFULAM,D1101,Sassoon Road Assembly Hall,"6 Sassoon Road, Pokfulam, Hong Kong",22.2695792,114.1292646,薄扶林 (D11),22.2694,114.1294
1091,2019,D11,薄扶林,2112,D1102,上碧瑤灣遊樂場,香港域多利道555號碧瑤灣(上),D11,POKFULAM,D1102,Playground of Upper Baguio Villa,"Baguio Villa (Upper), 555 Victoria Road, Hong Kong",22.261943,114.133808,薄扶林 (D11),22.26226,114.13297
1092,2019,D11,薄扶林,2112,D1103,數碼港郵政局,香港數碼港道100號數碼港零售服務中心1樓5至8號舖,D11,POKFULAM,D1103,Cyberport Post Office,"Shops 5-8, Level 1, The Annex, Cyberport, 100 Cyberport Road, Hong Kong",22.2606224,114.1300009,薄扶林 (D11),22.2609,114.12974
